Titulo da reportagem,Veículo de imprensa,data,resumo,Instituição que efetuou a apreensao,localidade onde foi encontrado o plantio,município,Estado,Quantidade de pés encontrados,quantidade prensada (embalada),Sementes,Pessoas presas por sexo,armas apreendidas,plantio estava em área pública ou particular,Link de acesso,Observações,codigo_ibge,municipio_ibge,estado_ibge
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",,,
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2603009.0,Cabrobó,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2601607.0,Belém do São Francisco,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2612604.0,Santa Maria da Boa Vista,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",,,
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",,,
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2603926.0,Carnaubeira da Penha,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2613909.0,Serra Talhada,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",2601805.0,Betânia,Pernambuco
Apreensões de plantio de maconha no Nordeste não influenciam tráfico na fronteira,Vice - site de notícias,26/06/2018 (mensuração entre os dias 4 e 15 de junho de 2018),"Notáveis operações da Polícia Federam vêm sendo postas em prática nos últimos anos no Nordeste do país. A justificativa é dificultar o comércio ilegal de maconha. Entre os dias 4 e 15 deste mês, para se ter ideia, foram apreendidos 265 mil pés no sertão do Estado do Pernambuco. A ação, nomeada “Macambira II”, enquadrou plantações em ilhas do Rio São Francisco e nas regiões de Orocó, Cabobró, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta. São terras sem dono, posses absolutas do Governo Federal. Ficam em locais de difícil acesso. Só se chega lá de barco.",PF e PM do Corpo de Bombeiros  (operação “Macambira II”),Rural,"Ilhas do Rio São Francisco e nas regiões de Orocó, Cabrobó, Belém do São Francisco, Santa Maria da Boa Vista, e nas áreas de caatinga em Salgueiro, Carnaubeira da Penha, Serra Talhada, Betânia e Floresta.",Pernambuco,265 mil,X,X,X,X,"Pública (posses do Governo Federal e de difícil acesso, chegando apenas de barco)",https://www.vice.com/pt/article/apreensoes-de-plantio-de-maconha-no-brasil-influenciam-trafico-na-fronteira-paraguai/,"“Essas operações são realmente programadas, acompanhando o ciclo produtivo da maconha. Geralmente são três meses, então a gente faz quatro operações anuais. O foco é a não proliferação da maconha aqui no sertão”, disse à VICE o chefe de comunicação da PF Giovani Santoro. “A gente vai direto nos focos do plantio para que a droga não seja colhida, prensada e colocada no mercado consumidor”.",,,
